account_id,record_rank,source_file,hotel_name,hotel_name_normalized,country_code,city,state,street,website,website_domain,phone,category_name,hotel_type_class,geography_fit,independent_chain_class,ownership_type,review_score,reviews_count,icp_fit_score,icp_fit_class,non_icp_but_keep,fit_confidence,confidence_reason,review_bucket,owner_gm_decision_cycle_signal,contact_discovery_likelihood,ota_visibility_signal,website_quality,chain_signal_confidence,contact_gap_reason,contact_gap_count,why_not_top_tier,rank_bucket,rank_bucket_reason,ranking_reason,ranking_score,priority_score,priority_band,dedupe_status,duplicate_group_id,contact_duplicate_flag,review_flag,review_reason,manual_merge_candidate,source_url
acc_42f76f030265,11,Sydney 100.csv,Lucky Australian Hotel,lucky australian hotel,AU,North St Marys,New South Wales,81 Forrester Rd,http://theluckyaustralian.com/,theluckyaustralian.com,+61 2 9623 3600,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.3,669,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,78.16,7.82,Medium-High,unique,lucky australian hotel|north st marys|81 forrester rd,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Lucky%20Australian%20Hotel&query_place_id=ChIJSU_IILaaEmsRpE3qpdbyLZI
acc_2dcdede0d879,12,Sydney 100.csv,Overlander Hotel,overlander hotel,AU,Cambridge Gardens,New South Wales,180 Richmond Rd,http://www.overlanderhotel.com.au/,overlanderhotel.com.au,+61 2 4730 2955,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,3.8,694,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,78.06,7.81,Medium-High,unique,overlander hotel|cambridge gardens|180 richmond rd,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Overlander%20Hotel&query_place_id=ChIJIxjZwKGFEmsRg4IETIEdmxs
acc_b00f68991e06,13,Sydney 100.csv,The Tropicana Hotel,the tropicana hotel,AU,Wilberforce,New South Wales,10 Rose St,https://thetrop.com.au/,thetrop.com.au,+61 2 4575 1603,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.3,401,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,77.96,7.8,Medium-High,unique,the tropicana hotel|wilberforce|10 rose st,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=The%20Tropicana%20Hotel&query_place_id=ChIJN61vQOtjDWsROyw-cCAiFcM
acc_ea167e4b5929,14,Sydney 100.csv,Silkari Mirage at Newport,silkari mirage at newport,AU,Newport,New South Wales,2 Queens Parade,https://silkarihotels.com.au/silkari-mirage-at-newport/,silkarihotels.com.au,+61 2 9997 7011,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,3.2,396,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Weak,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,77.73,7.77,Medium-High,unique,silkari mirage at newport|newport|2 queens parade,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Silkari%20Mirage%20at%20Newport&query_place_id=ChIJxRp6olxTDWsRcjAPR2UVCr0
acc_f0cd815b5279,15,Sydney 100.csv,St Marys Hotel,st marys hotel,AU,St Marys,New South Wales,37 Queen St,http://stmarys-hotel.com.au/,stmarys-hotel.com.au,+61 2 9623 5044,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.0,241,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,77.58,7.76,Medium-High,unique,st marys hotel|st marys|37 queen st,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=St%20Marys%20Hotel&query_place_id=ChIJJR-TRLGaEmsRIrRmlgLFyis
acc_0b282bf71426,16,Sydney 100.csv,Hornsby Railway Hotel,hornsby railway hotel,AU,Hornsby,New South Wales,31 Station St,http://www.hornsbyrailwayhotel.com.au/,hornsbyrailwayhotel.com.au,+61 2 9477 1115,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,3.9,215,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,77.51,7.75,Medium-High,unique,hornsby railway hotel|hornsby|31 station st,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Hornsby%20Railway%20Hotel&query_place_id=ChIJr07t3oOnEmsRGlSfXy0xAWw
acc_a3552dd1f448,17,Sydney 100.csv,Wisemans Retreat,wisemans retreat,AU,Wisemans Ferry,New South Wales,5564 Old Northern Rd,https://www.wisemans.com.au/,wisemans.com.au,+61 2 4566 4422,Resort hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.2,816,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,76.54,7.65,Medium-High,unique,wisemans retreat|wisemans ferry|5564 old northern rd,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Wisemans%20Retreat&query_place_id=ChIJrTZcH7NBDWsRtJroC-u61ms
acc_de8718696d9d,18,Sydney 100.csv,Blacktown Tavern,blacktown tavern,AU,Blacktown,New South Wales,81 Kildare Rd,https://www.blacktowntavern.com.au/,blacktowntavern.com.au,+61 2 9622 0411,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.1,615,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,76.52,7.65,Medium-High,unique,blacktown tavern|blacktown|81 kildare rd,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Blacktown%20Tavern&query_place_id=ChIJR_kMJKiZEmsRgWnF51v_Ijg
acc_6a836cfd34df,19,Sydney 100.csv,Time and Tide Hotel,time and tide hotel,AU,Dee Why,New South Wales,30 Campbell Ave,https://www.timeandtidehotel.com.au/,timeandtidehotel.com.au,+61 2 9971 2311,Pub,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.0,557,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,76.5,7.65,Medium-High,unique,time and tide hotel|dee why|30 campbell ave,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Time%20and%20Tide%20Hotel&query_place_id=ChIJ0TbiWnxVDWsRAmOQAmWh0rM
acc_d8b3b2ae1818,20,Sydney 100.csv,Wallacia Hotel,wallacia hotel,AU,Wallacia,New South Wales,1590 Mulgoa Rd,http://www.wallaciahotel.com.au/,wallaciahotel.com.au,+61 2 4773 8888,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,3.9,801,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,76.48,7.65,Medium-High,unique,wallacia hotel|wallacia|1590 mulgoa rd,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Wallacia%20Hotel&query_place_id=ChIJZ8r07qeLEmsRgoJ5v8lIZ7M
