account_id,hotel_name,city,subject_line,hook,personalization_line,give_first_line,relevance_line,proof_line,low_friction_cta,cold_email,followup_email,primary_email_goal,email_angle,cta_type,variant_id,test_batch,reply_outcome,ranking_score,priority_band,why_not_top_tier,rank_bucket,rank_bucket_reason,ranking_reason,review_bucket,review_flag,review_reason,active_icp_profile,source_file
acc_42f76f030265,Lucky Australian Hotel,North St Marys,Lucky Australian Hotel: krátky postreh,Pozeral som sa na Lucky Australian Hotel v lokalite North St Marys.,Pozeral som sa na Lucky Australian Hotel v lokalite North St Marys.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite North St Marys, s prioritou Medium-High (7.82), s hodnotením 4.3/5 z 669 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Lucky Australian Hotel v lokalite North St Marys.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite North St Marys, s prioritou Medium-High (7.82), s hodnotením 4.3/5 z 669 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Lucky Australian Hotel.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,78.16,Medium-High,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_2dcdede0d879,Overlander Hotel,Cambridge Gardens,Overlander Hotel: krátky postreh,Pozeral som sa na Overlander Hotel v lokalite Cambridge Gardens.,Pozeral som sa na Overlander Hotel v lokalite Cambridge Gardens.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Cambridge Gardens, s prioritou Medium-High (7.81), s hodnotením 3.8/5 z 694 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Overlander Hotel v lokalite Cambridge Gardens.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Cambridge Gardens, s prioritou Medium-High (7.81), s hodnotením 3.8/5 z 694 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Overlander Hotel.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,78.06,Medium-High,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_b00f68991e06,The Tropicana Hotel,Wilberforce,The Tropicana Hotel: krátky postreh,Pozeral som sa na The Tropicana Hotel v lokalite Wilberforce.,Pozeral som sa na The Tropicana Hotel v lokalite Wilberforce.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Wilberforce, s prioritou Medium-High (7.8), s hodnotením 4.3/5 z 401 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na The Tropicana Hotel v lokalite Wilberforce.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Wilberforce, s prioritou Medium-High (7.8), s hodnotením 4.3/5 z 401 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre The Tropicana Hotel.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,77.96,Medium-High,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_ea167e4b5929,Silkari Mirage at Newport,Newport,Silkari Mirage at Newport: krátky postreh,Pozeral som sa na Silkari Mirage at Newport v lokalite Newport.,Pozeral som sa na Silkari Mirage at Newport v lokalite Newport.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Newport, s prioritou Medium-High (7.77), s hodnotením 3.2/5 z 396 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Silkari Mirage at Newport v lokalite Newport.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Newport, s prioritou Medium-High (7.77), s hodnotením 3.2/5 z 396 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Silkari Mirage at Newport.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,77.73,Medium-High,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_f0cd815b5279,St Marys Hotel,St Marys,St Marys Hotel: krátky postreh,Pozeral som sa na St Marys Hotel v lokalite St Marys.,Pozeral som sa na St Marys Hotel v lokalite St Marys.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite St Marys, s prioritou Medium-High (7.76), s hodnotením 4.0/5 z 241 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na St Marys Hotel v lokalite St Marys.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite St Marys, s prioritou Medium-High (7.76), s hodnotením 4.0/5 z 241 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre St Marys Hotel.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,77.58,Medium-High,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_0b282bf71426,Hornsby Railway Hotel,Hornsby,Hornsby Railway Hotel: krátky postreh,Pozeral som sa na Hornsby Railway Hotel v lokalite Hornsby.,Pozeral som sa na Hornsby Railway Hotel v lokalite Hornsby.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Hornsby, s prioritou Medium-High (7.75), s hodnotením 3.9/5 z 215 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Hornsby Railway Hotel v lokalite Hornsby.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Hornsby, s prioritou Medium-High (7.75), s hodnotením 3.9/5 z 215 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hornsby Railway Hotel.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,77.51,Medium-High,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_a3552dd1f448,Wisemans Retreat,Wisemans Ferry,Wisemans Retreat: krátky postreh,Pozeral som sa na Wisemans Retreat v lokalite Wisemans Ferry.,Pozeral som sa na Wisemans Retreat v lokalite Wisemans Ferry.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Wisemans Ferry, s prioritou Medium-High (7.65), s hodnotením 4.2/5 z 816 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Wisemans Retreat v lokalite Wisemans Ferry.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Wisemans Ferry, s prioritou Medium-High (7.65), s hodnotením 4.2/5 z 816 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Wisemans Retreat.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,76.54,Medium-High,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_de8718696d9d,Blacktown Tavern,Blacktown,Blacktown Tavern: krátky postreh,Pozeral som sa na Blacktown Tavern v lokalite Blacktown.,Pozeral som sa na Blacktown Tavern v lokalite Blacktown.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Blacktown, s prioritou Medium-High (7.65), s hodnotením 4.1/5 z 615 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Blacktown Tavern v lokalite Blacktown.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Blacktown, s prioritou Medium-High (7.65), s hodnotením 4.1/5 z 615 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Blacktown Tavern.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,76.52,Medium-High,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_6a836cfd34df,Time and Tide Hotel,Dee Why,Time and Tide Hotel: krátky postreh,Pozeral som sa na Time and Tide Hotel v lokalite Dee Why.,Pozeral som sa na Time and Tide Hotel v lokalite Dee Why.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Dee Why, s prioritou Medium-High (7.65), s hodnotením 4.0/5 z 557 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Time and Tide Hotel v lokalite Dee Why.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Dee Why, s prioritou Medium-High (7.65), s hodnotením 4.0/5 z 557 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Time and Tide Hotel.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,76.5,Medium-High,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_d8b3b2ae1818,Wallacia Hotel,Wallacia,Wallacia Hotel: krátky postreh,Pozeral som sa na Wallacia Hotel v lokalite Wallacia.,Pozeral som sa na Wallacia Hotel v lokalite Wallacia.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Wallacia, s prioritou Medium-High (7.65), s hodnotením 3.9/5 z 801 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Wallacia Hotel v lokalite Wallacia.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Wallacia, s prioritou Medium-High (7.65), s hodnotením 3.9/5 z 801 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Wallacia Hotel.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,76.48,Medium-High,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_98f1c261dbe2,Gateway Motel,Vineyard,Gateway Motel: krátky postreh,Pozeral som sa na Gateway Motel v lokalite Vineyard.,Pozeral som sa na Gateway Motel v lokalite Vineyard.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Vineyard, s prioritou Medium-High (7.6), s hodnotením 4.3/5 z 245 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Gateway Motel v lokalite Vineyard.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Vineyard, s prioritou Medium-High (7.6), s hodnotením 4.3/5 z 245 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Gateway Motel.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,76.05,Medium-High,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_0896e3e596db,Killara Hotel & Suites,Killara,Killara Hotel & Suites: krátky postreh,Pozeral som sa na Killara Hotel & Suites v lokalite Killara.,Pozeral som sa na Killara Hotel & Suites v lokalite Killara.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Killara, s prioritou Medium-High (7.6), s hodnotením 3.6/5 z 292 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Killara Hotel & Suites v lokalite Killara.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Killara, s prioritou Medium-High (7.6), s hodnotením 3.6/5 z 292 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Killara Hotel & Suites.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,76.0,Medium-High,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_1d8f04b549ce,Nesuto Pennant Hills Apartment Hotel,Pennant Hills,Nesuto Pennant Hills Apartment Hotel: krátky postreh,Pozeral som sa na Nesuto Pennant Hills Apartment Hotel v lokalite Pennant Hills.,Pozeral som sa na Nesuto Pennant Hills Apartment Hotel v lokalite Pennant Hills.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Pennant Hills, s prioritou Medium-High (7.58), s hodnotením 3.6/5 z 184 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Nesuto Pennant Hills Apartment Hotel v lokalite Pennant Hills.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Pennant Hills, s prioritou Medium-High (7.58), s hodnotením 3.6/5 z 184 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Nesuto Pennant Hills Apartment Hotel.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,75.79,Medium-High,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_cf3b7806b0c4,The Select Inn Penrith | Hotel in Penrith,Penrith,The Select Inn Penrith | Hotel in Penrith: krátky postreh,Pozeral som sa na The Select Inn Penrith | Hotel in Penrith v lokalite Penrith.,Pozeral som sa na The Select Inn Penrith | Hotel in Penrith v lokalite Penrith.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Penrith, s prioritou Medium (7.49), s hodnotením 4.0/5 z 523 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na The Select Inn Penrith | Hotel in Penrith v lokalite Penrith.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Penrith, s prioritou Medium (7.49), s hodnotením 4.0/5 z 523 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre The Select Inn Penrith | Hotel in Penrith.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,74.9,Medium,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_800415c6d08f,Littomore Suites Kingswood,Kingswood,Littomore Suites Kingswood: krátky postreh,Pozeral som sa na Littomore Suites Kingswood v lokalite Kingswood.,Pozeral som sa na Littomore Suites Kingswood v lokalite Kingswood.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Kingswood, s prioritou Medium (7.45), s hodnotením 4.8/5 z 232 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Littomore Suites Kingswood v lokalite Kingswood.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Kingswood, s prioritou Medium (7.45), s hodnotením 4.8/5 z 232 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Littomore Suites Kingswood.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,74.52,Medium,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_e6298bd0feb2,Astina Suites,Penrith,Astina Suites: krátky postreh,Pozeral som sa na Astina Suites v lokalite Penrith.,Pozeral som sa na Astina Suites v lokalite Penrith.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Penrith, s prioritou Medium (7.44), s hodnotením 4.6/5 z 212 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Astina Suites v lokalite Penrith.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Penrith, s prioritou Medium (7.44), s hodnotením 4.6/5 z 212 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Astina Suites.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,74.44,Medium,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
acc_55f6a716cc6b,Quality Inn Penrith,Jamisontown,Quality Inn Penrith: krátky postreh,Pozeral som sa na Quality Inn Penrith v lokalite Jamisontown.,Pozeral som sa na Quality Inn Penrith v lokalite Jamisontown.,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,"Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Jamisontown, s prioritou Medium (7.44), s hodnotením 4.2/5 z 217 recenzií.",Pozeral som len verejne dostupný profil a základné kontaktné údaje.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.","Dobrý deň,

Pozeral som sa na Quality Inn Penrith v lokalite Jamisontown.
Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.
Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy. Pozrel som si váš verejný profil v lokalite Jamisontown, s prioritou Medium (7.44), s hodnotením 4.2/5 z 217 recenzií.
Pozeral som len verejne dostupný profil a základné kontaktné údaje.

Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Quality Inn Penrith.
Ak chcete, pošlem 3 stručné postrehy v krátkej forme.

S pozdravom",reply_with_permission,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,74.37,Medium,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,manual_review,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv
